ISIN Div Payout/ ISIN Growth	Net Asset Value
INF843K01HE0	21.2388
INF843K01HH3	19.4394
INF843K01HJ9	10.4136
INF843K01HG5	10.3198
	
	
	
INF090I01HS2	56.1320
INF090I01HQ6	11.5924
INF090I01CU9	51.7009
INF090I01CS3	10.2735
	
	
	
INF179K01VS0	50.1658
INF179K01756	48.0263
INF179K01VR2	12.4871
INF179K01772	11.7727
	
	
	
INF917K01FI7	65.0935
INF917K01FK3	12.5386
INF917K01BP1	58.0081
INF917K01BN6	11.0695
	
	
	
INF109KA1H10	12.8414
INF109K018C5	95.1875
INF109K016C9	17.9561
INF109KA1H02	18.0717
INF109K01JR4	89.1699
INF109K01JQ6	17.0917
INF109KA1I68	10.0481
INF109K012D6	12.2962
INF109K014D2	44.6880
INF109K015D9	10.7239
INF109KA1I50	12.8615
INF109K01JW4	12.1349
INF109K01JX2	43.6350
INF109K01JZ7	11.2589
	
	
	
INF205K01SJ8	1174.0851
INF205K01SN0	2666.631
INF205K01SL4	1400.2839
-	2080.9508
INF205K01SP5	1022.1512
INF205K01SR1	2443.7244
-	1376.4134
INF205K01ST7	1114.0998
	
	
	
INF174K01FL9	86.4816
INF174K01KM7	96.4726
INF174K01FM7	11.9085
INF174K01FI5	84.532
INF174K01KE4	94.2083
INF174K01FK1	16.5177
INF174K01KF1	21.2764
	
	
	
INF767K01EZ3	56.9639
INF767K01EY6	16.4183
INF767K01733	30.2511
INF767K01717	19.5755
INF767K01709	52.3772
INF767K01683	15.0977
	
	
	
INF204K01XQ6	11.6829
-	19.9566
INF204K01E70	36.7743
INF204K01E88	36.9696
INF204K01XP8	36.8700
INF204K01BX8	33.6929
INF204K01BV2	10.5891
INF204K01BU4	33.1592
INF204K01CA4	27.8045
INF204K01CB2	33.1592
INF204KA1YV2	20.6067
INF204KA1YU4	13.0522
INF204K01CD8	23.0785
INF204K01CC0	33.1592
	
	
	
INF223J01AR4	13.8662
INF223J01ND7	27.962
INF223J01VM1	12.8877
INF223J01NB1	14.574
INF223J01AQ6	26.3054
INF223J01VL3	12.6178
INF223J01AO1	13.9378
	
	
	
INF966L01BF7	10.5643
INF966L01BI1	10.4941
INF966L01BG5	10.5645
INF966L01BJ9	10.4942
	
	
	
INF200K01AB4	N.A.
INF200K01AE8	N.A.
INF200K01AH1	34.3237
INF200K01AK5	36.7364
INF200K01SH3	60.0885
INF200K01SF7	19.1775
INF200K01AC2	17.6798
INF200K01AF5	17.8907
INF200K01AI9	17.3465
INF200K01AL3	18.4884
INF200K01982	57.2239
INF200K01990	17.5962
	
	
	
-	31.1348
-	31.1856
INF277K01OV1	21.1293
INF277K01DN1	18.9529
INF277K01519	68.3770
INF277K01OX7	75.0462
	
	
	
INF582M01IA6	10.7153
INF582M01HW2	10.7153
INF582M01HX0	10.7153
INF582M01IH1	10.6481
INF582M01ID0	10.6481
INF582M01IE8	10.6481
	
	
	
INF789F01TL5	56.2536
INF789F01PT6	40.5889
INF789F01PU4	40.6115
INF789F01661	54.5892
INF789F01PR0	22.3402
INF789F01TJ9	27.1652
INF789F01646	33.8617
	
	
	
	
	
INF194K01FF9	11.4151
INF194K01FA0	38.9514
INF194K01FI3	10.1956
INF194K01FC6	10.4437
INF194KA1SI3	13.9436
INF194K01P38	39.4452
INF194K01P53	10.4840
INF194KA1SL7	11.7503
INF194K01P87	11.7042
-	17.9344
	
	
	
INF740K019I5	19.1556
INF740K010J2	10.9667
INF740K012J8	10.4535
INF740K014J4	10.8860
INF740K012I0	18.7655
INF740K013I8	10.7649
INF740K015I3	10.6162
INF740K017I9	10.9411
	
	
	
INF109KA1N87	10.4889
INF109KA1O78	10.6928
INF109KA1O37	21.5168
INF109KA1O60	10.6790
INF109KA1O45	11.3870
INF109KA1O52	11.0467
INF109KA1N46	21.1058
INF109KA1N79	10.3816
INF109KA1N53	11.1867
INF109KA1N61	10.8071
	
	
	
INF200K01SK7	56.5447
INF200K01SI1	18.3931
INF200K01AN9	54.6999
INF200K01AO7	17.7903
	
	
	
INF789F1AVW7	10.7258
INF789F1AVY3	10.9081
INF789F1AVR7	10.9078
INF789F1AVS5	10.9079
INF789F1AVN6	10.6649
INF789F1AVP1	10.8467
INF789F1AVI6	10.847
INF789F1AVL0	10.8468
INF789F1AVJ4	10.847
	
	
	
	
	
INF579M01621	1788.5508
INF579M01639	1005.0000
INF579M01506	1779.7566
INF579M01514	1005.0000
-	1000.0427
-	1000.0701
	
	
	
INF209K01RU9	371.3932
INF209K01VA3	375.0095
INF209K01KQ2	100.195
INF209K01UZ2	100.195
INF209K01VD7	203.6005
INF209K01VC9	100.2994
-	108.023
INF209KA1LK7	108.2848
INF209KA1LI1	155.401
-	163.694
INF209K01KU4	100.2971
INF209K01KZ3	250.1958
INF209K01RT1	618.4876
INF209K01ME4	602.6929
	
	
	
INF846K01NH4	2215.5705
-	1000.9560
INF846K01CX4	2582.7085
INF846K01CY2	1005.3500
INF846K01DB8	1002.2803
-	1001.3998
INF846K01412	2564.5737
INF846K01453	1005.8947
INF846K01438	1002.2781
-	1000.9559
INF846K01354	2369.3247
INF846K01396	1004.9912
INF846K01370	1000.8557
	
	
	
-	1014.0841
INF0QA701078	1014.0841
INF0QA701011	1014.0841
INF0QA701086	1014.0841
INF0QA701060	1014.0841
-	1013.7211
INF0QA701151	1013.7211
INF0QA701094	1013.7211
INF0QA701169	1013.7211
INF0QA701144	1013.7211
	
	
	
INF194K01VP5	0
INF194K01VZ4	1001.0846
INF194K01VX9	2787.2156
INF194K01WF4	1003.9924
INF194K01WC1	1203.3679
INF194K01WI8	1001.8235
INF194KA14C0	1.4955
INF194KA15C7	1.0000
INF194KA12C4	1.4955
INF194KA13C2	1.0000
INF194K01J36	1010.8025
-	1007.7134
-	1001.6663
INF194K01I60	2807.7239
INF194K01J02	1131.1843
	
	
	
-	1000.0000
-	1226.9964
-	1000.0000
-	1226.8682
-	1002.6483
INF761K01785	2675.8226
-	1061.7524
-	1002.1069
INF761K01306	2651.0672
-	1001.5011
	
	
	
INF955L01AK2	1002.0849
INF955L01AL0	2680.6098
INF251K01SL8	1218.4861
INF955L01GR4	1422.9738
INF955L01534	0.0000
INF955L01468	1001.1996
INF955L01484	2653.2031
INF251K01SK0	1000.0853
-	1000
-	1391.4327
-	1000
-	1387.3652
INF955L01575	3905.9957
INF955L01559	3222.8798
INF955L01518	1006.0602
	
	
	
-	1005.5000
INF760K01FU6	2785.1549
INF760K01FT8	1993.3566
INF760K01FV4	1003.8442
INF760K01FY8	1001.1429
-	1005.5000
INF760K01CW9	2773.3261
INF760K01CX7	1003.8074
INF760K01BZ4	1001.1298
INF760K01IC8	1517.8058
	
	
	
INF740K01QL4	3321.9502
-	1000.9329
INF740KA1OC4	1001.8205
INF740K01FK9	3290.2130
INF740K01FM5	1001.8045
-	1000.9329
	
	
	
INF754K01GY9	1745.6483
INF754K01GM4	3000.5184
INF754K01GO0	3000.5226
INF754K01GX1	3000.4979
-	1031.0535
INF754K01GV5	2371.4302
INF754K01GW3	1008.9764
INF754K01GU7	2172.8374
INF754K01HR1	1717.4984
INF754K01GZ6	2948.7053
INF754K01GK8	2948.707
INF754K01HQ3	2040.2519
-	1091.8201
INF754K01HK6	2154.6117
INF754K01HL4	1055.2534
INF754K01HJ8	1106.6529
INF754K01HE9	2681.6258
-	1230.9637
-	1056.2834
-	1249.1997
	
	
	
-	1509.3204
INF090I01BB1	5276.9959
INF090I01BL0	1244.7022
INF090I01JV2	3491.4407
-	1000.0000
-	1001.6033
INF090I01JX8	1021.7626
INF090I01BG0	3467.0540
INF090I01BM8	1022.6399
INF090I01LR6	10.0000
INF090I01LP0	14.7369
INF090I01LQ8	10.0000
INF090I01LO3	14.7369
INF090I01BD7	0.0000
-	1000.0000
INF090I01BJ4	1055.0799
	
	
	
INF666M01451	2251.5679
-	1001.06
INF666M01014	2228.39
INF666M01501	1002.0353
INF666M01519	1032.7851
INF666M01527	1000.7256
-	1001.1451
INF666M01071	1004.1294
INF666M01089	1001.7947
INF666M01063	1001.9521
	
	
	
INF179KB1HP9	4566.8979
INF179KB1HK0	4524.2788
-	1019.82
-	1019.82
INF179KB1HM6	1030.4482
INF179KB1HO2	1030.5099
INF179KB1ID3	1031.2163
-	1031.2191
INF179K01KP9	10
INF179K01KS3	10
INF179K01KQ7	10.0000
	
	
	
INF336L01CC8	2315.5040
-	1001.0033
INF336L01BZ1	1042.7516
INF336L01LK2	1195.1444
INF336L01BL1	3315.7986
-	1019.3000
-	1562.8262
-	1001.3789
INF336L01BN7	2298.1630
INF336L01BP2	1006.9311
INF336L01LJ4	1107.4561
-	1000.7704
	
	
	
INF109K01UU5	101.4288
INF109K01VJ6	118.5152
INF109KA1G94	121.0704
INF109K01VP3	100.1482
INF109K01P99	103.9850
INF109K01Q56	106.7325
INF109K01Q31	159.5555
-	100.1082
INF109K01Q49	344.0195
INF109K01R06	100.4287
INF109K01Q72	102.2043
INF109K01Q98	100.2017
INF109KA1G86	149.1904
INF109K01VQ1	341.2619
INF109K01UX9	105.6475
INF109K01VU3	158.6007
INF109K01VH0	275.6151
INF109KB1WR9	137.2884
INF109KB1WS7	100.0000
INF109KB1WQ1	137.2884
INF109KB1WT5	100.0000
INF109K01VS7	100.1764
INF109K01VR9	100.3202
INF109K01VD9	103.8506
INF109K01VE7	118.5022
INF109K01VI8	118.6133
INF109K01UR1	118.5142
INF109K01UQ3	450.7797
INF109K01US9	100.5372
INF109K01UV3	118.9171
INF109K01VF4	462.33
	
	
	
INF205K01UX5	3172.1259
-	1002.7594
INF205K01MF9	3190.7239
INF205K01MG7	1086.1531
-	1097.0889
-	1000.9596
INF205K01HM5	3167.329
INF205K01HQ6	1006.6635
INF205K01HG7	2831.3246
-	1002.4584
-	1000
-	1512.1235
-	1000
-	1512.0757
-	1015.3321
	
	
	
INF00XX01366	1215.2051
-	1001.0000
INF00XX01341	1001.1646
INF00XX01283	1214.2153
INF00XX01358	1005.3867
-	1001.0000
INF00XX01275	1211.6447
-	1001.0000
INF00XX01259	1005.2818
INF00XX01192	1207.3732
INF00XX01267	1005.2968
-	1001.0000
	
	
	
INF192K01CN4	20.4363
-	10.4302
INF192K01CM6	63.5467
INF192K01CK0	36.0780
INF192K01CI4	11.0060
INF192K01866	35.6506
INF192K01981	36.2070
INF192K01841	11.0035
INF192K01882	62.9860
-	41.4437
-	41.4437
-	41.4437
INF192K01LB0	57.8229
INF192K01LD6	41.4437
INF192K01LA2	57.8230
INF192K01LC8	41.4437
INF192K01890	20.1683
-	10.4302
	
	
	
INF174K01NH1	1222.81
INF174K01NE8	4696.4865
INF174K01NL3	1222.81
INF174K01NI9	4661.7937
INF174K01NK5	1000.476
INF174K01FZ9	3046.6062
-	1011.079
-	1002.9403
INF174K01NM1	2893.5255
	
	
	
INF767K01DL5	1015.0987
INF767K01DN1	4220.7155
INF397L01AK7	1024.5746
INF397L01AM3	1015.8335
INF767K01IQ3	1000.1751
INF767K01IS9	4167.9387
INF397L01976	1009.7345
INF397L01950	1001.2986
	
	
	
-	1065.0545
-	1003.9174
INF174V01044	1513.0450
-	1000.4699
INF174V01010	1499.9617
-	1010.3329
-	1000.0000
-	1218.6343
	
	
	
INF769K01CM1	2454.5008
INF769K01788	2417.3435
-	1075.8332
INF769K01CN9	1140.2050
-	1217.6157
INF769K01838	1157.7975
-	1153.8693
-	1066.4347
	
	
	
INF247L01734	12.3685
INF247L01726	12.2805
-	10.0000
-	12.0202
-	10.0000
-	11.7991
INF247L01791	10.1468
-	10.0238
INF247L01775	10.0751
-	10.0077
-	10.0130
-	10.0055
-	10.0231
INF247L01841	10.0739
INF247L01866	10.1440
-	10.0200
	
	
	
-	10.0129
INF959L01GG9	10.0567
INF959L01GI5	10.006
-	10.0129
INF959L01GN5	10.0564
INF959L01GP0	10.0064
INF959L01GF1	25.444
INF959L01GL9	25.242
INF959L01CO2	10
INF959L01CN4	25.2766
	
	
	
-	1528.7400
-	1528.7400
INF204K01ZI8	1594.5391
INF204K01ZK4	1022.1194
-	1531.4279
INF204K01ZH0	5686.8590
INF204K01UO7	1591.0689
INF204K01UQ2	1019.9995
INF204K01UL3	5034.6850
-	1524.2800
INF204K01UT6	1331.9782
INF204K01UV2	1233.2158
-	1034.8481
-	1531.4041
INF204K01UN9	5627.6814
-	1114.1500
-	2714.7678
-	1004.4865
-	1013.8310
-	1092.0644
	
	
	
INF223J01WV0	144.9174
INF223J01WW8	148.9974
INF223J01NQ9	138.2962
INF223J01NO4	144.7765
INF223J01NX5	145.6889
INF223J01VE8	132.9596
INF223J01IN6	143.9385
INF223J01BH3	13.7989
INF223J01IP1	144.7569
INF223J01BN1	10.3577
INF223J01BA8	10.0516
INF223J01BB6	26.2743
INF223J01VD0	140.0664
INF223J01BQ4	186.8975
-	100.304
INF223J01NR7	108.57
INF223J01NS5	303.0675
INF223J01NT3	113.1112
INF223J01NV9	100.5812
INF223J01BP6	300.1549
INF223J01BL5	113.694
INF223J01BU6	100.5795
-	10.301
INF223J01BR2	10.0577
INF223J01BJ9	27.706
	
	
	
-	1000.5405
INF879O01068	1294.2283
INF879O01076	1006.9222
-	1001.1809
-	1000.5404
INF879O01035	1287.2023
INF879O01043	1006.8624
-	1001.1782
	
	
	
INF966L01820	37.4085
INF966L01317	36.6213
INF966L01796	15.6201
INF966L01291	15.2086
INF966L01788	14.1761
INF966L01499	13.4307
-	13.2327
-	12.8664
-	11.6333
-	11.6338
-	11.6333
-	11.6629
	
	
	
-	10.0085
INF082J01127	31.2415
INF082J01143	10.0567
-	10.0002
INF082J01309	31.0787
INF082J01325	10.0512
	
	
	
INF200K01UR8	1187.9355
-	1144.0484
INF200K01UU2	1242.4608
INF200K01UT4	3637.8297
INF200K01LU1	3641.8012
-	1169.9636
INF200K01LS5	1197.1721
INF200K01LV9	N.A.
-	1140.7391
INF200K01LY3	1183.9733
INF200K01MB9	1238.2968
INF200K01MA1	3607.6837
	
	
	
-	1073.6396
-	1126.3579
-	1000.6367
-	1000.8892
INF173K01GU0	2052.5494
INF173K01DD3	1024.8689
INF173K01GV8	1024.9374
INF173K01DA9	2034.8630
-	1026.2664
-	1128.7234
-	1026.1706
-	1071.3337
-	1000.0000
-	1007.3049
-	1007.7781
	
	
	
INF277K01YD8	3630.9418
-	1001.5187
INF277K01YE6	3667.0702
-	1001.5157
	
	
	
INF044D01542	1013.9743
INF044D01575	2368.5909
	
	
	
-	1099.3949
INF0GCD01255	1126.853
INF0GCD01305	1068.9928
INF0GCD01271	1081.6646
-	1075.9228
INF0GCD01198	1122.7809
INF0GCD01248	1065.9325
INF0GCD01214	1056.697
	
	
	
-	1000.7927
-	1000.7927
INF582M01724	1002.0222
INF582M01674	2240.9139
INF582M01732	1005.1676
-	1000.7914
INF582M01062	1002.0125
INF582M01013	2217.6432
INF582M01070	1005.0994
-	1000.0000
-	1167.6169
-	1000.0000
-	1167.3290
-	1000.9656
	
	
	
INF789FA1K63	1675.5362
-	1062.3832
INF789FA1K89	1380.0471
INF789FA1K06	1156.5406
INF789FA1K48	1308.813
INF789F01XR4	1047.5349
INF789FA1K22	1582.4294
-	1183.0878
INF789FA1J66	1667.4339
-	1071.039
INF789FA1J82	1374.2624
INF789FA1J09	1155.7001
INF789FA1J41	1160.9655
INF789F01PI9	1049.5289
INF789FA1J33	1574.4305
-	1054.1339
INF789F01XQ6	3809.8793
INF789F01PH1	3781.5372
INF789F01BC2	1074.4754
INF789F01BB4	3450.8453
-	1135.0562
	
	
	
-	1000.9850
INF03VN01027	1002.1061
INF03VN01043	1247.2975
INF03VN01050	1001.2295
INF03VN01076	1001.3316
-	1000.9592
INF03VN01100	1004.0878
INF03VN01126	1242.0163
INF03VN01134	1001.7509
INF03VN01159	1001.3291
	
	
	
	
	
INF209KB17J2	11.0577
INF209KB18J0	11.0578
INF209KB14J9	10.9823
INF209KB15J6	10.9768
	
	
	
INF846K017M4	1063.4712
INF846K014L3	1066.1347
INF846K019L2	1015.1621
INF846K013M3	1061.0010
-	1011.6580
INF846K016M6	1059.3051
-	1007.2996
INF846K015L0	1061.8938
INF846K018L4	1010.7357
INF846K012M5	1056.7545
	
	
	
INF179KC1EW1	10.5302
INF179KC1ET7	10.556
INF179KC1EX9	10.2874
INF179KC1EU5	10.3418
	
	
	
INF109KA11C4	10.4720
INF109KA1335	68.2598
INF109K017L8	83.4901
INF109K018L6	11.9879
INF109K010M1	12.4985
INF109K01365	77.0359
INF109K01EX3	11.1771
INF109K01EZ8	12.1658
INF109KA13C0	11.5873
INF109K01EY1	11.7562
INF109K01EW5	10.8508
INF109K01407	73.5439
	
	
	
INF204KB1ZK1	12.1867
INF204KB1YZ2	12.2097
INF204KB1YX7	12.4782
INF204KB1YR9	15.5879
INF204KB1YT5	11.7366
INF204KB1YV1	11.3673
INF204KB1ZI5	12.4336
INF204KB1ZC8	15.3308
INF204KB1ZE4	11.7147
INF204KB1ZG9	11.3156
INF204KB1YQ1	15.5878
INF204KB1ZB0	15.3314
	
	
	
INF200KA16T4	10.6658
INF200KA17T2	10.6660
INF200KA13T1	10.6304
INF200KA14T9	10.6303
	
	
	
INF789F1AYG4	10.4585
INF789F1AYB5	10.4585
INF789F1AYE9	10.4585
INF789F1AYC3	10.4585
INF789F1AXX1	10.4035
INF789F1AXZ6	10.4035
INF789F1AXS1	10.4035
INF789F1AXV5	10.4035
INF789F1AXT9	10.4035
	
	
	
	
	
INF209K01XU7	633.7229
INF209K01LQ0	580.2621
INF209K01KE8	406.8587
INF209K01XW3	100.2772
-	100.7875
-	100.2756
-	99.9054
-	100.2745
-	100.5918
	
	
	
INF846K01NQ5	1847.5931
-	1012.4737
INF846K01EN1	2826.6093
INF846K01EO9	1014.3195
INF846K01ER2	1011.6343
-	1013.2484
INF846K01537	2711.7932
INF846K01578	1014.1251
INF846K01552	1011.6337
-	1012.4736
INF846K01479	2542.4382
INF846K01511	1014.1414
INF846K01495	1011.6337
	
	
	
INF194K01FW4	10.1015
INF194K01FU8	33.9398
INF194K01FZ7	10.1333
INF194K01I29	11.2701
INF194K01UR3	11.0225
INF194K01GC4	10.1120
-	10.1111
INF194K01J77	34.6112
INF194K01K17	10.1479
INF194K01K82	11.3383
INF194K01K58	10.9574
-	10.1004
	
	
	
-	10.0835
INF251K01GJ7	38.3005
INF251K01GN9	10.2458
INF251K01GL3	10.0228
-	10.0604
INF251K01DQ9	35.4545
INF251K01DU1	10.3332
INF251K01DS5	10.0217
-	10.0499
INF251K01DL0	35.4939
INF251K01DO4	10.5190
-	10.0217
	
	
	
-	10.2600
INF760K01ET1	37.9169
INF760K01EP9	33.9041
INF760K01EN4	10.2949
INF760K01ER5	10.2682
-	10.2600
INF760K01795	37.0899
INF760K01779	33.2236
INF760K01AM4	10.2936
INF760K01CB3	10.2679
	
	
	
INF740K013Q1	17.9167
-	10.1268
INF740K014Q9	11.6772
INF740K016Q4	10.8099
INF740KA1OM3	10.1324
INF740K018P2	17.4475
-	10.1814
INF740K019P0	10.5454
INF740K011Q5	10.7764
INF740KA1OP6	10.1321
	
	
	
INF090I01HG7	28.6858
INF090I01HC6	13.3317
INF090I01HE2	13.1009
INF090I01BU1	32.6071
INF090I01BQ9	15.0351
INF090I01BS5	14.7667
INF090I01UC9	0.0000
INF090I01UD7	0.0000
INF090I01UB1	0.0000
INF090I01UA3	0.0000
INF090I01TY5	0.0000
INF090I01TZ2	0.0000
INF090I01UE5	0.0000
INF090I01UF2	0.0000
INF090I01UJ4	0.0000
INF090I01UG0	0.0000
INF090I01UH8	0.0000
INF090I01UI6	0.0000
	
	
	
-	10.1428
-	10.0655
INF179K01VF7	54.5666
INF179K01VG5	10.1904
-	10.0804
INF179K01442	50.8501
INF179K01459	10.1846
INF179K01475	10.0792
-	10.1574
INF179K01509	10.1856
INF179K01525	10.1734
INF179K01491	41.8371
	
	
	
INF917K01VV7	10.9167
INF917K01GM7	26.0573
INF917K01E60	11.1047
INF917K01VX3	10.5484
INF677K01452	24.8949
INF677K01460	10.3885
	
	
	
INF109KA1I92	154.9446
INF109K01738	105.7358
-	105.7358
INF109K016Y3	101.6956
INF109K01O82	480.7703
INF109K01O90	169.3525
INF109K018Y9	102.0778
INF109K010Z3	109.0481
INF109K01P08	105.7289
INF109KA1I01	123.8923
INF109K012Z9	101.6947
INF109K01746	475.2649
INF109K01WO4	167.3524
INF109K014Z5	102.0733
INF109K016Z0	108.8153
INF109K01JO1	105.6805
INF109K01EI4	100.1193
INF109K01BX9	220.0081
INF109K01EJ2	100.956
	
	
	
-	1017.9524
INF205K01NW2	3450.4236
INF205K01NY8	3448.871
INF205K01NZ5	1079.8032
INF205K01OB4	1207.2266
-	1018.9655
INF205K01IG5	3402.0507
INF205K01HY0	3324.1101
INF205K01ID2	1211.4488
INF205K01HT0	2993.9522
-	1207.0983
-	1334.7969
-	1498.7881
INF205K01IB6	1156.7113
	
	
	
INF192K01FL1	20.0341
-	10.8500
-	11.1314
INF192K01DW3	33.2733
-	11.4618
-	10.8200
-	11.0905
INF192K01AY5	32.6286
-	11.4208
INF192K01FJ5	19.6576
	
	
	
INF178L01AZ9	1348.0058
INF178L01AX4	3172.1422
INF178L01202	2949.2403
INF178L01210	1124.1582
	
	
	
INF767K01FL0	10.05
INF767K01FM8	37.4506
INF767K01FP1	19.5623
INF767K01JJ6	13.0479
INF767K01AK3	10.6756
INF767K01AO5	34.9705
INF767K01AM9	12.0585
INF767K01AP2	12.007
	
	
	
-	1108.4853
INF174V01309	1137.1316
-	1030.4124
INF174V01267	1528.1524
-	1000.0214
INF174V01218	1444.8118
INF174V01259	1117.1491
-	1052.7887
	
	
	
INF769K01BO9	2141.8323
-	1208.9337
INF769K01BP6	1165.2367
INF769K01BQ4	1027.7263
-	1455.7382
-	1005.1646
INF769K01960	1091.9729
INF769K01978	1015.0908
-	1107.6170
INF769K01937	1989.5130
	
	
	
-	1008.9718
-	1009.0624
INF204KA1EK7	1829.2679
INF204K01ZX7	1035.9623
INF204K01ZZ2	1029.5067
INF204K01A17	1010.2043
INF204K01G03	2009.1368
INF204K01ZU3	3458.6834
INF204KA1EI1	1751.3063
INF204K01EZ7	1028.4074
INF204K01FB5	1027.7955
-	1008.9724
INF204K01EN3	3137.8668
INF204K01EO1	2338.2231
INF204K01ER4	1030.2824
INF204K01ET0	1027.4301
INF204K01OP7	1010.1369
INF204K01OO0	1009.9867
INF204K01EW4	1912.9144
INF204K01EV6	3294.6910
	
	
	
INF663L01HD2	13.5767
INF663L01HY8	9.3875
INF663L01HQ4	10.0299
INF663L01HW2	9.8385
INF663L01JS6	14.178
INF663L01HO9	10.4116
INF663L01HF7	10.0302
INF663L01HM3	8.6068
INF663L01HE0	27.8827
INF663L01JR8	13.7182
INF663L01HK7	10.3387
INF663L01HI1	8.7376
INF663L01HG5	10.218
INF663L01HT8	8.5967
INF663L01HV4	25.9858
INF663L01JT4	12.0399
INF663L01IC2	8.6643
-	0
-	0
-	0
-	0
-	0
-	0
-	0
-	0
INF663L01IA6	9.4582
INF223J01986	9.9688
INF663L01JN7	21.6022
INF663L01JP2	9.3644
INF663L01JO5	9.3258
INF663L01JQ0	16.8702
INF663L01HR2	10.2266
INF663L01IE8	10.1037
	
	
	
-	1222.6830
INF200K01VK1	1243.9815
INF200K01VM7	3171.6245
INF200K01VN5	1409.3270
INF200K01VP0	1224.4158
-	1198.8574
INF200K01MM6	1219.8335
INF200K01MO2	3077.8523
INF200K01MP9	1349.9481
INF200K01MR5	1198.8412
-	1198.9201
INF200K01MG8	3132.0923
INF200K01MH6	N.A.
INF200K01MJ2	1196.1573
INF200K01ME3	N.A.
	
	
	
-	1182.7123
-	1009.6449
INF173K01FS6	3234.5490
INF173K01FT4	1095.4918
INF903JA1KA2	1005.5140
INF903JA1JU2	1009.1479
-	1015.7943
INF903JA1KB0	1096.8902
INF903JA1JV0	1086.8920
INF903JA1JT4	1127.8933
INF173K01DG6	3053.9481
INF173K01DJ0	1085.7031
INF903JA1JZ1	1154.3188
	
	
	
INF277K01OK4	3532.4474
INF277K01MA9	3457.2289
-	1003.5316
INF277K01OL2	2239.7882
INF277K019B1	1009.2063
-	1003.5288
INF277K01MC5	2191.3478
INF277K01MD3	1009.1573
	
	
	
INF789F01XH5	2199.7192
INF789F01XI3	3150.967
INF789F01OK8	2966.9784
-	1048.6875
INF789F01OO0	1952.441
INF789F01OM4	3680.7873
INF789F01PA6	1087.4053
INF789F01331	5521.8105
INF789F01OY9	1029.8686
INF789F01OS1	2596.4666
INF789F01OT9	3106.6068
INF789F01XF9	1166.3822
-	1203.0237
INF789FA1O44	1337.227
INF789FA1O02	1339.7866
INF789FA1O28	1219.0386
INF789F01XJ1	1230.2267
INF789F01XL7	1689.4532
INF789F01XN3	1022.5641
-	1197.3542
INF789FA1N86	1181.5687
INF789FA1N45	1331.0867
INF789FA1N60	1226.241
INF789F01OU7	1221.3279
INF789F01OW3	1265.1228
INF789F01PB4	1200.3707
	
	
	
	
	
INF209KA1KN3	13.0481
INF209KA1KO1	16.584
INF209KA1KP8	12.7269
INF209K01XA9	35.5834
INF209K01603	33.1478
INF209K01660	22.1442
INF209K01595	12.4618
INF209K01611	15.3909
INF209K01637	12.316
	
	
	
INF846K01DT0	26.2312
INF846K01DU8	11.6974
INF846K01DW4	10.4365
INF846K01NO0	13.2560
INF846K01BP2	24.1482
INF846K01BR8	10.7752
INF846K01BQ0	10.2973
	
	
	
INF194K01KF9	11.9598
INF194K01JW6	10.2736
INF194K01KI3	10.2930
INF194K01JU0	39.9528
INF194K01JZ9	10.9965
INF194K01KC6	10.2562
INF194KA1TA8	12.5856
INF194K01T59	12.3532
-	10.4126
INF194K01T83	10.2967
INF194K01S50	42.9921
INF194K01T26	10.4921
INF194KA1TD2	11.2248
INF194K01S92	11.1757
	
	
	
-	0
-	0
-	0
-	0
-	0
-	0
-	0
INF251K01LY6	11.1094
INF251K01LW0	10.3052
-	0
-	0
INF251K01LU4	17.6125
INF251K01LX8	10.0000
-	0
INF251K01LV2	10.6006
-	0
INF251K01LP4	10.9656
INF251K01LQ2	10.4219
-	0
-	0
INF251K01LT6	16.5565
INF251K01LR0	10.5900
INF251K01LS8	10.2467
-	0
	
	
	
INF740K01MZ3	74.8242
INF740K01NB2	11.7633
INF740K01NA4	11.1458
INF740K01557	70.9133
INF740K01565	11.6374
INF740K01573	11.0484
	
	
	
INF090I01JI9	26.5759
INF090I01JG3	12.4807
INF090I01445	24.9338
INF090I01452	11.5593
INF090I01TC1	0.0000
INF090I01TD9	0.0000
INF090I01TA5	0.0000
INF090I01TB3	0.0000
INF090I01TG2	0.0000
INF090I01TE7	0.0000
INF090I01TH0	0.0000
INF090I01TF4	0.0000
	
	
	
INF179K01897	10.1188
INF179KA1NP8	10.1201
INF179K01913	49.0516
INF179K01WI9	52.5992
INF179KA1E16	17.7016
INF179KA1D90	18.7741
	
	
	
INF917K01WF8	12.0280
INF917K01TK4	19.1025
INF917K01TM0	11.5212
INF917K01WE1	11.1369
INF917K01TH0	17.7237
INF917K01TJ6	10.6274
	
	
	
INF109KA12G3	12.9357
INF109KA1B99	15.0013
INF109K015A5	42.1844
INF109K016A3	11.1332
INF109K018A9	11.2472
INF109KA1B81	16.1701
INF109K01AH4	38.8568
INF109K01B53	10.6331
INF109K01UF6	10.6782
INF109KA10G7	14.3488
INF109K01UD1	10.0458
INF109K01B87	10.8612
INF109K01UI0	10.6002
INF109K01UO8	10.4491
INF109K01AJ0	32.0584
	
	
	
INF205KA1411	1104.157
INF205KA1429	1104.1308
INF205KA1403	1047.0327
INF205KA1361	1081.5212
INF205KA1379	1081.5219
INF205KA1353	1031.8897
	
	
	
INF174K01VSI	21.319
INF174K01VQ5	21.3172
INF174K01VL6	19.5103
INF174K01VN2	11.9751
