ISIN Div Payout/ ISIN Growth	Net Asset Value
INF090I01HV6	147.8735
INF090I01HT0	47.0522
INF090I01247	40.3641
INF090I01262	133.0190
INF090I01HW4	0.0000
INF090I01577	0.0000
INF090I01593	0.0000
INF090I01HY0	0.0000
INF090I01HZ7	0.0000
INF090I01601	0.0000
INF090I01627	0.0000
INF090I01IB6	0.0000
INF090I01IC4	0.0000
INF090I01635	0.0000
INF090I01650	0.0000
INF090I01IE0	0.0000
INF090I01JM1	0.0000
INF090I01692	0.0000
INF090I01718	0.0000
INF090I01JO7	0.0000
INF090I01IF7	0.0000
INF090I01668	0.0000
INF090I01684	0.0000
INF090I01IH3	0.0000
INF090I01LI5	17.8810
INF090I01LE4	16.1313
INF090I01LH7	17.8810
INF090I01LF1	16.1313
	
	
	
INF179KC1BD7	13.9
INF179KC1BA3	14.32
INF179KC1BE5	13.9
INF179KC1BB1	14.32
INF179KA1SF8	32.8522
INF179KA1SC5	35.7697
INF179KA1SG6	28.7875
INF179KA1SD3	31.4175
INF179K01VX0	19.052
INF179K01LC5	18.2992
INF179KC1DV5	12.374
INF179KC1DU7	12.424
	
	
	
INF336L01IM4	18.7183
INF336L01IP7	19.5919
INF336L01IN2	17.1673
INF336L01IK8	17.3755
INF336L01HY1	28.7574
INF336L01IB7	29.782
INF336L01IA9	31.3542
INF336L01ID3	32.3885
INF336L01IG6	28.0784
INF336L01IJ0	29.2751
INF336L01IH4	16.422
INF336L01IE1	26.3871
	
	
	
INF109K01X16	102.0833
INF109K01W90	86.1674
INF109K01837	94.1678
INF109K01FJ9	78.5068
INF109KC1FW3	22.0899
INF109KC1FX1	22.0943
INF109K01X57	37.2715
INF109K01X73	40.4576
INF109K01878	38.9969
INF109K01FS0	35.6701
INF109KC1F34	13.4509
INF109KC1F42	13.4508
INF109KC1F00	13.1020
INF109KC1F18	13.1016
INF109K01W82	55.8083
INF109K01W66	46.8178
INF109K01811	52.4123
INF109K01EB9	43.8871
INF109KC1I49	21.8742
INF109KC1I64	18.3011
INF109KC1I15	21.2328
INF109KC1I31	17.6847
INF109KC1P81	13.9559
INF109KC1Q07	13.9560
INF109KC1P57	13.7736
INF109KC1P73	13.7737
INF109KC1R89	11.2407
INF109KC1S05	11.2406
INF109KC1R55	11.1148
INF109KC1R71	11.1148
INF109KC1Y15	11.8288
INF109KC1Y23	11.8365
INF109KC1X81	11.7363
INF109KC1X99	11.7365
INF109K01DW7	101.5117
INF109K01W33	106.4695
INF109K01W58	126.2128
INF109K01795	121.1886
INF109K01U92	19.4404
INF109K01U76	19.4422
INF109K01TK8	18.8681
INF109K01TM4	18.8685
INF109KC1V91	12.1035
INF109KC1W09	12.1033
INF109KC1V67	11.9947
INF109KC1V75	11.9947
INF109KC1Y98	11.4926
INF109KC1Z06	11.4927
INF109KC1Y64	11.3838
INF109KC1Y72	11.3839
INF109K01X40	167.3772
INF109K01852	160.0013
INF109K01FR2	133.6215
	
	
	
INF205K01NH3	17.814
INF205K01NJ9	17.8413
INF205K01FA4	17.2668
INF205K01FB2	17.269
	
	
	
INF174KA1KJ2	10.6451
INF174KA1KK0	10.6452
INF174KA1KG8	10.6386
INF174KA1KH6	10.6386
INF174K01AT3	23.5642
INF174K01MP6	24.67
INF174K01AU1	23.5642
INF174K01MQ4	24.6698
INF174K01LN3	184.444
INF174K01LO1	181.125
INF174K01468	173.572
INF174K01484	168.956
INF174KA1MQ3	10.0044
INF174KA1MR1	9.9833
	
	
	
INF397L01BU4	16.5914
INF397L01992	15.8602
	
	
	
INF769K01GD1	19.010
INF769K01GA7	18.946
INF769K01GE9	18.995
INF769K01GB5	18.945
INF769K01HT5	7.547
INF769K01HU3	7.612
INF769K01GP5	14.627
INF769K01GM2	14.463
INF769K01GQ3	14.630
INF769K01GN0	14.492
INF769K01HZ2	12.732
INF769K01HY5	12.732
INF769K01HW9	12.647
INF769K01HV1	12.693
INF769K01HH0	13.654
INF769K01HG2	13.527
INF769K01HR9	11.790
INF769K01HQ1	11.692
	
	
	
INF247L01AQ1	10.7888
INF247L01AR9	10.7732
INF247L01AL2	13.2936
INF247L01AM0	13.1053
INF247L01AN8	12.4982
INF247L01AO6	12.3243
INF247L01BM8	11.7680
INF247L01BN6	11.7270
INF247L01718	26.3784
INF247L01700	25.8770
	
	
	
INF204KB16Y4	15.9700
INF204KB17Y2	15.9700
INF204KB14Y9	15.5347
INF204KB13Y1	15.5347
INF204K01YD2	24.4121
INF204K01YC4	24.4121
INF204K01KO8	23.4416
INF204K01KN0	23.4416
INF204KB1X25	17.1404
INF204KB1X41	17.1404
INF204KB1W91	16.9396
INF204KB1X17	16.9396
INF204KB16X6	16.1421
INF204KB17X4	16.1421
INF204KB14X1	15.9042
INF204KB13X3	15.9042
INF204KC1378	11.5134
INF204KC1386	11.5134
INF204KC1352	11.4241
INF204KC1345	11.4241
	
	
	
INF082J01093	63.053
INF082J01101	63.053
INF082J01275	62.236
INF082J01283	62.236
INF082J01150	23.2577
INF082J01358	23.0679
INF082J01168	27.3202
INF082J01341	26.8693
INF082J01416	11.6751
INF082J01424	11.6593
	
	
	
INF200K01RN3	18.5771
INF200K01HB9	17.8472
INF200K01HA1	17.8424
INF200K01RP8	18.6039
	
	
	
INF277KA1463	10.6710
-	10.7510
INF277KA1430	10.7510
INF277KA1448	10.7510
INF277KA1471	10.6710
-	10.6710
	
	
	
-	11.603
-	11.5545
-	9.5648
-	9.549
	
	
	
	
	
INF084M01EC8	18.0278
INF084M01EB0	20.3831
INF084M01AU8	19.6839
INF084M01AT0	19.6805
INF084M01EH7	25.9202
INF084M01AZ7	24.6439
INF084M01EI5	25.9424
INF084M01BA8	24.6593
INF209KB19C3	10.4793
INF209KB18C5	10.4778
INF209KB15C1	10.3959
INF209KB16C9	10.3951
	
	
	
INF846K01X06	14.1135
INF846K01X14	14.1129
INF846K01X30	13.6178
INF846K01X48	13.6178
INF846K01Z20	10.22
INF846K01Z38	10.22
INF846K01Z53	9.94
INF846K01Z61	9.94
INF846K01Y39	6.91
INF846K01Y47	6.91
INF846K01Y62	6.70
INF846K01Y70	6.70
INF846K012K9	13.5997
INF846K013K7	13.5997
INF846K015K2	13.5471
INF846K016K0	13.5471
	
	
	
INF194KB1CF2	10.765
INF194KB1CC9	10.524
INF194KB1CG0	10.765
INF194KB1CD7	10.524
-	10.3136
-	10.3136
-	10.3099
-	10.3099
	
	
	
INF251K01QT5	10.7323
INF251K01QU3	10.7323
INF251K01QR9	10.4547
INF251K01QQ1	10.4547
	
	
	
INF740K01Z50	18.0360
INF740K01Z68	15.4828
INF740K01Z27	17.2356
INF740K01Z35	14.8974
INF740KA1QP1	10.9699
INF740KA1QQ9	10.9699
INF740KA1QM8	10.8089
INF740KA1QN6	10.8089
INF740K01OH7	49.4368
INF740K01OI5	45.8746
INF740K01LP6	45.7916
INF740K01LQ4	24.1746
INF740K01OE4	19.0583
INF740K01OF1	17.4370
INF740K01EK2	18.4524
INF740K01EL0	12.5313
INF740K01PC5	17.5874
INF740K01PD3	14.2586
INF740K01284	16.8871
INF740K01292	13.0046
INF740K01OZ9	17.4026
INF740K01PA9	11.5130
INF740K01250	16.4719
INF740K01268	10.9817
INF740K01PF8	16.8082
INF740K01PG6	16.8082
INF740K01730	15.8067
INF740K01748	15.8067
	
	
	
INF843K01AW7	26.418
INF843K01609	23.976
INF843K01IZ3	14.5941
INF843K01IY6	13.6484
INF843K01GI3	17.4529
INF843K01GJ1	16.0629
INF843K01AU1	37.865
INF843K01138	34.262
INF754K01LB7	18.5502
INF754K01LC5	17.9098
INF843K01EC1	28.2513
INF843K01ED9	25.9797
	
	
	
INF090I01JP4	57.3461
INF090I01EV3	51.6403
INF090I01EW1	51.6403
INF090I01JR0	57.3461
INF090I01KX6	10.6731
INF090I01KY4	10.6731
INF090I01KU2	9.6214
INF090I01KV0	9.6214
	
	
	
INF179KC1BO4	11.191
INF179KC1BP1	11.073
	
	
	
INF336L01HC7	17.9985
INF336L01HF0	19.2949
INF336L01HG8	16.3035
INF336L01HD5	16.4758
INF336L01BY4	7.9111
INF336L01172	7.3062
INF336L01BW8	7.9043
INF336L01164	7.3062
INF336L01CJ3	17.819
INF336L01446	16.5004
INF336L01438	14.666
INF336L01CH7	15.8194
INF336L01PW8	9.0482
INF336L01PV0	9.0482
INF336L01PY4	8.8728
INF336L01PZ1	8.8728
	
	
	
INF109KA1CE0	24.75
INF109KA1CG5	24.75
INF109KA1CB6	23.21
INF109KA1CD2	23.21
INF109KC1Z55	13.9184
INF109KC1Z63	13.9188
INF109KC1Z22	13.6850
INF109KC1Z30	13.6846
	
	
	
INF205KA1585	11.9088
INF205KA1577	11.866
INF205KA1270	7.2223
INF205KA1262	7.2233
INF205KA1247	7.0135
INF205KA1239	7.0132
INF205K01B49	22.7304
INF205K01B56	22.4848
INF205K01B15	20.7297
INF205K01B23	20.6995
INF205K01A24	16.5702
INF205K01A32	16.5276
INF205K01ZZ9	15.3253
INF205K01A08	15.3249
	
	
	
INF174K01DV3	19.963
INF174K01LW4	21.469
INF174K01DX9	19.964
INF174K01LX2	21.559
INF174KA1HD1	8.073
INF174KA1HH2	8.2951
INF174KA1HG4	8.2953
INF174KA1HE9	8.0732
INF174KA1FO2	9.1375
INF174KA1FN4	9.1374
INF174KA1FL8	8.9105
INF174KA1FK0	8.9104
INF174KA1FQ7	12.8563
INF174KA1FR5	12.7215
INF178L01CM3	20.129
INF178L01CL5	20.131
INF178L01CJ9	19.213
INF178L01CI1	19.216
INF178L01145	9.28
INF178L01152	11.199
INF178L01AM7	9.78
INF178L01AO3	11.759
	
	
	
INF174V01AY0	8.3709
INF174V01BA8	8.3709
INF174V01AV6	8.2090
INF174V01AX2	8.2090
	
	
	
INF769K01IP1	10.133
INF769K01IQ9	10.174
INF769K01IS5	13.668
INF769K01IR7	13.638
	
	
	
INF959L01FZ1	11.2428
INF959L01GA2	11.2056
INF959L01FV0	11.458
INF959L01FW8	11.4469
	
	
	
INF223J01NJ4	9.15
INF223J01NL0	13.24
INF223J01AW4	11
INF223J01AY0	11.83
INF223J01AV6	11.75
INF223J01NG0	29.18
INF223J01NF2	35.45
INF223J01AS2	22.17
INF223J01AU8	31.87
INF663L01W63	8.96
INF663L01W71	9.01
INF663L01W97	8.83
INF663L01X05	8.93
	
	
	
INF200KA1U28	12.4835
INF200KA1T96	12.2404
INF200KA1U36	12.4839
INF200KA1U02	12.2402
	
	
	
INF903J01OB6	28.9062
INF903J01NZ7	25.7074
INF903J01EX1	26.8590
INF903J01EY9	23.0159
	
	
	
	
	
INF209KB18D3	53.2818
	
	
	
INF846K01W80	50.5036
	
	
	
INF740KA1SW3	59.0104
	
	
	
INF179KC1981	51.8628
	
	
	
INF109KC1NT3	51.8486
	
	
	
INF205K01361	5259.823
	
	
	
INF174KA1HJ8	50.6467
	
	
	
INF397L01554	5422.4614
	
	
	
INF769K01JP9	58.9813
	
	
	
INF204KB17I5	50.4203
	
	
	
INF082J01408	50.1339
	
	
	
INF200KA16D8	51.8930
	
	
	
INF789F1AUX7	50.5138
	
	
	
	
	
INF209KB14N1	10.7955
INF209KB15N8	10.7954
INF209KB12N5	10.7794
INF209KB13N3	10.7804
INF209KB10P4	10.5328
INF209KB11P2	10.5328
INF209KB18O0	10.512
INF209KB19O8	10.5129
INF209KB13I3	10.6548
INF209KB14I1	10.6556
INF209KB11I7	10.6319
INF209KB12I5	10.632
INF209KB19H2	10.6575
INF209KB10I9	10.6592
INF209KB17H6	10.6267
INF209KB18H4	10.6237
INF209KB18G6	10.6916
INF209KB19G4	10.
INF209KB10H1	10.7212
INF209KB11H9	10.
INF209KB10S8	10.4824
INF209KB11S6	10.4824
INF209KB18R3	10.4689
INF209KB19R1	10.469
INF209KB13O1	10.1844
INF209KB10O7	10.7966
INF209KB11O5	10.1594
INF209KB12O3	10.8121
INF209KB11U2	10.379
INF209KB12U0	10.3797
INF209KB19T7	10.3628
INF209KB10U4	10.363
INF209KB11N7	10.7135
INF209KB10N9	10.7128
INF209KB18M4	10.6966
INF209KB19M2	10.6971
-	10.5812
-	10.5825
-	10.5591
-	10.5593
INF209KB1Z71	13.6975
INF209KB1Z89	13.6976
INF209KB1Z48	13.4966
INF209KB1Z55	13.4966
INF209K01VY3	204.5424
INF209K01LB2	201.1499
INF209K01VX5	21.1462
INF209K01LA4	20.5558
INF209KB1W82	17.0188
INF209KB1W58	16.7409
INF209KB1W74	17.0192
INF209KB1W41	16.7432
INF209KB10G3	11.3489
INF209KB11G1	11.3481
INF209KB12G9	11.2328
INF209KB13G7	11.2325
INF209KB11F3	10.8004
INF209KB12F1	10.8002
INF209KB19E9	10.7454
INF209KB10F5	10.7454
INF209KB18B7	10.8234
INF209KB19B5	10.8236
INF209KB16B1	10.7891
INF209KB17B9	10.7898
INF209KB10M1	10.7112
INF209KB11M9	10.7111
INF209KB18L6	10.6948
INF209KB19L4	10.6948
INF209KB16T3	10.4538
INF209KB17T1	10.4537
INF209KB14T8	10.4375
INF209KB15T5	10.4375
INF209KB1W25	14.4094
INF209KB1W17	14.4119
INF209KB1V91	14.1771
INF209KB1V83	14.1772
	
	
	
INF846K010N7	10.4717
INF846K011N5	10.4723
INF846K013N1	10.4567
INF846K014N9	10.4567
INF846K015F2	10.7173
INF846K018F6	10.6909
INF846K019F4	10.6910
INF846K016F0	10.7172
INF846K017G6	10.6804
INF846K018G4	10.6801
INF846K010H9	10.6552
INF846K011H7	10.6552
INF846K01S29	17.5505
INF846K01S37	17.5755
INF846K01S52	16.9867
INF846K01S60	16.9878
INF846K013D2	11.8969
INF846K014D0	11.8969
INF846K016D5	11.8330
INF846K017D3	11.8331
INF846K017R3	11.0595
INF846K018R1	11.0595
INF846K010S6	11.0459
INF846K011S4	11.0459
INF846K019H0	14.0558
INF846K010I7	14.0553
INF846K012I3	13.9003
INF846K013I1	13.9004
INF846K019E7	11.2743
INF846K010F3	11.2742
INF846K012F9	11.1638
INF846K013F7	11.1637
INF846K018K6	10.5802
INF846K019K4	10.5803
INF846K012L7	10.5672
INF846K011L9	10.5672
INF846K013H3	12.5102
INF846K014H1	12.5102
INF846K016H6	12.3677
INF846K017H4	12.3677
	
	
	
INF194KB1EN2	10.6936
INF194KB1EO0	10.6955
INF194KB1EQ5	10.6805
INF194KB1ER3	10.6811
INF194KB1ET9	10.5913
INF194KB1EU7	10.5889
INF194KB1EW3	10.5690
INF194KB1EX1	10.5692
INF194KB1EZ6	10.5866
INF194KB1FA6	10.5867
INF194KB1FC2	10.5649
INF194KB1FD0	10.5650
INF194KB1EH4	10.6950
INF194KB1EI2	10.6982
INF194KB1EK8	10.6704
INF194KB1EL6	10.6709
INF194KB1BV1	11.3218
INF194KB1BW9	10.8163
INF194KB1BS7	11.2518
INF194KB1BT5	10.7899
INF194KB1FF5	10.5185
INF194KB1FG3	10.5219
INF194KB1FI9	10.5047
INF194KB1FJ7	10.5052
INF194KB1BP3	11.2733
INF194KB1BQ1	10.7477
INF194KB1BL2	11.2034
INF194KB1BM0	10.7219
INF194KB1CR7	11.7296
INF194KB1CS5	11.7289
INF194KB1CO4	11.6373
INF194KB1CP1	11.6373
INF194K01920	42.9354
INF194K01938	38.9563
INF194K012A8	43.8236
INF194K013A6	39.8305
-	10.6165
-	10.6165
-	10.6129
-	10.6129
INF194KB1DV7	11.9645
INF194KB1DY1	11.8870
INF194KB1DW5	11.9529
INF194KB1DZ8	11.8870
INF194KB1DP9	11.8136
INF194KB1DS3	11.7420
INF194KB1DQ7	11.8135
INF194KB1DT1	11.7420
	
	
	
INF251K01RL0	10.4506
INF251K01RM8	10.0000
INF251K01RI6	10.4303
INF251K01RJ4	10.4303
INF251K01RR7	10.4325
INF251K01RS5	10.4325
INF251K01RO4	10.4172
INF251K01RP1	10.4174
	
	
	
INF740KA1SB7	10.5910
INF740KA1SC5	10.5910
INF740KA1RY1	10.5734
INF740KA1RZ8	10.5734
INF740KA1CR7	19.7265
INF740KA1CS5	18.7742
INF740KA1CO4	19.1839
INF740KA1CP1	18.2343
INF740KA1MM7	19.3221
INF740KA1MN5	18.3001
INF740KA1MJ3	19.1549
INF740KA1MK1	18.2474
INF740KA1RB9	11.5081
INF740KA1RC7	11.5081
INF740KA1QY3	11.4171
INF740KA1QZ0	11.4171
INF740KA1MG9	18.0196
INF740KA1MH7	17.1847
INF740KA1MD6	17.7773
INF740KA1ME4	16.9438
INF740KA1QV9	10.7955
INF740KA1QW7	10.7955
INF740KA1QS5	10.7703
INF740KA1QT3	10.7703
INF740KA1SH4	10.4821
INF740KA1SI2	10.4821
INF740KA1SE1	10.4721
INF740KA1SF8	10.4721
	
	
	
INF754K01PF9	10.952
INF754K01PG7	10.952
INF754K01PB8	10.923
INF754K01PC6	10.923
INF754K01PN3	10.7253
INF754K01PO1	10.7246
INF754K01PJ1	10.7013
INF754K01PK9	10.7016
INF754K01PV6	10.7185
INF754K01PW4	10.7187
INF754K01PR4	10.6944
INF754K01PS2	10.6945
INF754K01RK5	10.4719
INF754K01RL3	10.472
INF754K01RG3	10.4431
INF754K01RH1	10.4432
INF754K01OH8	10.698
INF754K01OG0	10.6975
INF754K01OD7	10.6662
INF754K01OC9	10.6658
INF754K01LW3	14.6287
INF754K01LS1	14.3818
INF754K01LV5	14.6287
INF754K01LR3	14.3818
INF754K01NJ6	11.5348
INF754K01NK4	11.3734
INF754K01NF4	11.3921
INF754K01NG2	11.3917
INF754K01NB3	11.6051
INF754K01NC1	11.4444
INF754K01MX9	11.3429
INF754K01MY7	11.3427
INF754K01NR9	12.3814
INF754K01NS7	12.3814
INF754K01NN8	12.236
INF754K01NO6	12.2355
INF754K01QD2	12.3083
INF754K01QE0	12.3102
INF754K01PZ7	12.2386
INF754K01QA8	12.2385
INF754K01QL5	10.5997
INF754K01QM3	10.5997
INF754K01QH3	10.5391
INF754K01QI1	10.5392
INF754K01MA7	11.3802
INF754K01MD1	11.4274
INF754K01ME9	11.428
INF754K01LZ6	11.3791
INF754K01MU5	10.8378
INF754K01MT7	10.8391
INF754K01MP5	10.8016
INF754K01MQ3	10.8021
INF754K01QT8	12.6684
INF754K01QU6	12.6687
INF754K01QP6	12.6041
INF754K01QQ4	12.604
	
	
	
INF090I01GQ8	167.5443
INF090I01890	160.5881
INF090I01874	160.5881
INF090I01GS4	167.5443
	
	
	
INF179K01WM1	191.8221
INF179K01KZ8	188.1474
INF179K01WN9	629.9264
INF179K01LA9	616.6934
INF179KC1CA1	11.8883
INF179KC1CB9	11.7797
INF179KC1BY3	11.7307
INF179KC1BZ0	11.6188
INF179KC1FR8	10.4776
INF179KC1FQ0	10.4868
INF179KC1EG4	10.61
INF179KC1EE9	10.6241
INF179KC1EI0	10.6922
INF179KC1EH2	10.7088
INF179KC1EK6	10.5354
INF179KC1EJ8	10.5488
INF179KC1FT4	10.5269
INF179KC1FS6	10.5393
INF179KC1EM2	10.6249
INF179KC1EL4	10.6384
INF179KC1GD6	12.8894
INF179KC1GC8	12.9263
INF179KC1BQ9	10.8074
INF179KC1BR7	10.6962
INF179KC1FJ5	10.4494
INF179KC1FI7	10.4612
INF179KC1GB0	10.3526
INF179KC1GA2	10.3604
INF179KC1GF1	13.3214
INF179KC1GE4	13.3597
INF179KC1BM8	13.3912
INF179KC1BN6	13.2232
INF179KC1GH7	11.8393
INF179KC1GG9	11.874
	
	
	
INF336L01QH7	10.7931
INF336L01QI5	10.7931
INF336L01QK1	10.7611
INF336L01QL9	10.7611
INF336L01QT2	10.3598
INF336L01QU0	10.3598
INF336L01QW6	10.3455
INF336L01QX4	10.3456
INF917K01D12	23.1913
INF917K01C96	23.1912
INF917K01D38	22.9006
INF917K01D20	22.9006
INF917K01D79	20.0958
INF917K01D53	20.0958
INF917K01D95	19.7880
INF917K01D87	19.7881
	
	
	
INF109KC1U50	11.0150
INF109KC1U68	11.0141
INF109KC1U27	10.9092
INF109KC1U35	10.9090
INF109KC11D8	12.5237
INF109KC12D6	12.5225
INF109KC18C5	12.4321
INF109KC19C3	12.4320
INF109K01PI0	199.6028
INF109K012M7	207.4121
INF109KB1NL1	27.8924
INF109KB1NN7	26.5920
-	13.2127
INF109KC17J2	13.2127
-	13.1387
INF109KC14J9	13.1387
INF109KC11A4	13.0739
INF109KC12A2	13.0739
INF109KC1Z89	12.9130
INF109KC1Z97	12.9129
INF109KC16K2	10.7756
INF109KC19K6	10.7951
-	10.7957
-	10.7755
-	11.1781
INF109KC14E0	11.1835
-	11.1043
INF109KC11E6	11.1044
INF109KC1W58	13.5192
INF109KC1W66	13.5191
INF109KC1W25	13.3318
INF109KC1W33	13.3317
INF109K01Y80	42.4466
INF109K01Y64	42.4308
INF109K01IF1	40.5111
INF109K01PR1	40.5109
INF109KC11M9	11.9925
INF109KC12M7	11.9931
INF109KC18L6	11.9289
INF109KC19L4	11.9289
INF109KC1S62	10.7522
INF109KC1T46	10.7947
INF109KC1S88	10.7947
INF109KC1T12	10.1235
INF109KC1T04	9.9460
INF109KC1S13	10.7524
INF109KC1S47	10.1040
INF109KC1S39	9.9457
INF109KC12L9	10.7933
INF109KC15L2	10.8137
-	10.8134
-	10.7933
INF109KC11P2	10.4926
INF109KC14P6	10.5082
INF109KC13P8	10.5083
INF109KC10P4	10.4927
INF109KC12B0	10.6689
INF109KC15B3	10.6927
INF109KC14B6	10.6927
INF109KC11B2	10.6689
INF109KC1V18	12.5870
INF109KC1V26	12.5865
INF109KC1U84	12.4220
INF109KC1U92	12.4225
-	12.3457
INF109KC11J5	12.3456
-	12.2690
INF109KC18I2	12.2689
INF109KB17W7	21.7188
INF109KB10X0	21.9714
INF109KB12X6	21.9713
INF109KB19W3	21.7193
	
	
	
INF205KA1775	1035.1385
INF205KA1783	1035.137
INF205KA1759	1034.3513
INF205KA1767	1034.3605
INF205KA1817	1039.6916
INF205KA1825	1039.6923
INF205KA1791	1038.9353
INF205KA1809	1038.9517
	
	
	
INF174KA1OB1	10.918
INF174KA1OC9	10.918
INF174KA1NY5	10.904
INF174KA1NZ2	10.904
INF174KA1HA7	13.034
INF174KA1HB5	13.033
INF174KA1GX1	12.938
INF174KA1GY9	12.938
INF174KA1OR7	10.651
INF174KA1OS5	10.651
INF174KA1OO4	10.644
INF174KA1OP1	10.644
INF174KA1GA9	13.2974
INF174KA1FZ8	13.2972
INF174KA1FX3	13.122
INF174KA1FW5	13.1223
INF174KA1IL2	10.7024
INF174KA1II8	10.6756
INF174KA1IJ6	10.6758
INF174KA1IM0	10.7024
INF174KA1IR9	10.9589
INF174KA1IS7	10.9585
INF174KA1IO6	10.9275
INF174KA1IP3	10.9308
INF174KA1KZ8	10.4917
INF174KA1LA9	10.4918
INF174KA1LC5	10.5076
INF174KA1LD3	10.1291
INF174KA1MV3	10.4017
INF174KA1MW1	10.4016
INF174KA1MS9	10.3893
INF174KA1MT7	10.3893
INF174KA1MJ8	10.581
INF174KA1MK6	10.2711
INF174KA1MG4	10.5651
INF174KA1MH2	10.5651
INF174KA1JT3	10.7224
INF174KA1JU1	10.7225
INF174KA1JQ9	10.7026
INF174KA1JR7	10.6992
INF174KA1NB3	13.694
INF174KA1NC1	13.702
INF174KA1MY7	13.656
INF174KA1MZ4	13.656
INF174KA1OX5	10.385
INF174KA1OY3	10.385
INF174KA1OU1	10.381
INF174KA1OV9	10.381
	
	
	
INF767K01FF2	117.9095
INF767K01FG0	43.4482
INF767K01162	111.0048
INF767K01154	40.9494
INF397L01AW2	37.2536
INF397L01AY8	37.2536
INF397L01174	34.3209
INF397L01166	34.3209
INF767K01FJ4	133.7455
INF767K01FI6	44.8419
INF767K01139	126.2525
INF767K01121	43.274
	
	
	
INF769K01IX5	10.8670
INF769K01IW7	10.8652
INF769K01IU1	10.8329
INF769K01IT3	10.8331
INF769K01JD5	10.6573
INF769K01JC7	10.6574
INF769K01JA1	10.6310
INF769K01IZ0	10.6309
INF769K01IG0	10.7002
INF769K01IE5	10.6715
INF769K01ID7	10.6721
INF769K01IH8	10.7000
INF769K01JZ8	10.3557
INF769K01JY1	10.3557
INF769K01JV7	10.3368
INF769K01JW5	10.3367
	
	
	
INF247L01AS7	11.2871
INF247L01AT5	11.1674
INF247L01AV1	11.4362
INF247L01AW9	11.3150
INF247L01AE7	17.0630
INF247L01AF4	16.8003
INF247L01957	20.1702
INF247L01940	19.6430
INF247L01882	16.3894
INF247L01890	16.8580
INF247L01BQ9	11.9935
INF247L01BR7	11.9760
INF247L01916	27.2168
INF247L01908	26.4262
INF247L01AC1	16.3207
INF247L01AD9	15.9166
INF247L01924	26.5513
INF247L01932	27.2997
INF247L01AG2	17.0206
INF247L01AH0	16.6707
INF247L01BF2	15.6931
INF247L01BG0	15.5807
INF247L01BC9	12.2023
INF247L01BD7	12.1019
INF247L01AY5	12.9276
INF247L01AZ2	12.8087
INF247L01BJ4	12.1822
INF247L01BI6	12.2753
	
	
	
INF959L01FP2	12.9117
INF959L01FQ0	12.854
INF959L01FT4	11.9476
INF959L01FU2	11.8106
-	12.0651
-	11.9543
INF959L01FX6	14.33
INF959L01FY4	14.1257
INF959L01FR8	10.8479
INF959L01FS6	10.7556
INF959L01HK9	10.2775
INF959L01HJ1	10.2745
	
	
	
INF204K01II4	26.5246
INF204K01H10	28.8126
INF204K01H44	28.7721
INF204K01H69	28.7665
INF204K01H02	36.1122
INF204K01H36	36.1122
INF204K01IF0	33.7513
INF204K01IE3	33.7513
INF204K01IH6	26.6162
INF204K01IG8	26.6162
INF204K01IQ7	26.7711
INF204K01K64	28.4801
INF204K01K98	28.4427
INF204K01L14	28.4820
INF204K01K56	35.8039
INF204K01K80	35.8039
INF204K01IN4	33.9647
INF204K01IM6	33.9647
INF204K01IP9	26.7818
INF204K01IO2	26.7740
INF204KB12Z0	15.1664
INF204KB13Z8	15.1664
INF204KB10Z4	14.9296
INF204KB19Y8	14.9296
INF204KC1527	10.6380
INF204KC1535	10.3546
INF204KC1493	10.6059
-	10.3438
INF204KC1683	10.6546
INF204KC1691	10.6546
INF204KC1659	10.6357
INF204KC1667	10.6357
INF204KC1584	11.9830
INF204KC1592	11.9830
INF204KC1550	11.8920
INF204KC1568	11.8920
INF204KC1AC0	10.6279
INF204KC1AD8	10.6279
INF204KC1998	10.6093
INF204KC1AA4	10.6093
INF204KC1AO5	10.4998
INF204KC1AP2	10.4998
INF204KC1AL1	10.4867
INF204KC1AM9	10.4867
INF204KC1881	10.5240
INF204KC1899	10.5240
INF204KC1857	10.5074
INF204KC1865	10.5074
INF204KB18Z7	17.4769
INF204KB19Z5	17.4769
INF204KB16Z1	17.2122
INF204KB15Z3	17.2122
INF204KC1741	10.6127
INF204KC1758	10.6127
INF204KC1725	10.5931
INF204KC1717	10.5931
-	10.4561
INF204KC1AI7	10.4699
INF204KC1AJ5	10.4699
-	10.4561
INF204KB15W0	24.4315
INF204KB16W8	24.4315
INF204KB13W5	23.9080
INF204KB12W7	23.9080
	
	
	
INF663L01X21	10.4935
INF663L01X39	10.4935
INF663L01X54	10.48
INF663L01X62	10.48
	
	
	
INF200KA13D5	10.7453
INF200KA14D3	10.7917
INF200KA10D1	10.7100
INF200KA11D9	10.7102
INF200KA18Q6	10.7800
INF200KA19Q4	10.7800
INF200KA15Q2	10.7551
INF200KA16Q0	10.7560
INF200KA12Q9	10.8818
INF200KA13Q7	10.8818
INF200KA19P6	10.8545
INF200KA10Q3	10.8549
INF200KA14R3	10.6973
INF200KA15R0	10.6976
INF200KA11R9	10.6768
INF200KA12R7	10.6770
INF200K01TE8	183.3281
INF200K01TC2	94.1642
INF200K01537	175.6509
INF200K01545	90.1195
INF200KA10P5	13.1597
INF200KA11P3	13.1597
INF200KA17O3	13.0856
INF200KA18O1	13.0857
INF200KA1W00	12.6048
INF200KA1W18	12.6047
INF200KA1V76	12.4582
